"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","CASINJRR","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","STATION","COUNTY","STATE","REGION","DUMMY2","CITY","HIGHWAY","VEHSPD","TYPVEH","VEHDIR","POSITION","RREQUIP","RRCAR","TYPACC","HAZARD","TEMP","VISIBLTY","WEATHER","TYPEQ","TYPTRK","TRKNAME","TRKCLAS","NBRLOCOS","NBRCARS","TRNSPD","TYPSPD","TRNDIR","SIGNAL","LOCWARN","WARNSIG","LIGHTS","STANDVEH","TRAIN2","MOTORIST","VIEW","VEHDMG","DRIVER","INVEH","TOTKLD","TOTINJ","TOTOCC","INCDRPT","JOINTCD","TYPRR","DUMMY3","CASKLDRR","DUMMY4","CROSSING","NARRLEN","DUMMY5","YEAR4","DIVISION","PUBLIC","CNTYCD","STCNTY","HZMRLSED","HZMNAME","HZMQNTY","HZMMEAS","SIGWARNX","WHISBAN","DRIVAGE","DRIVGEN","PLEONTRN","SSB1","SSB2","USERKLD","USERINJ","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","NARR1","NARR2","NARR3","NARR4","NARR5","SUBDIV","ROADCOND","VIDEOT",VIDEOU
"","18","08","EARY","EAR251218 ","","","    ","          ","18","08","EARY","EAR251218 ","","0","353783X","18","08","03","10","40","PM","MP 154              ","TALLADEGA           ","01","3","","SYLACAUGA           ","FAYETTEVILLE ROAD/FA","15","A","1","3","1","019","2","4","80","4","1","7","4","PLANT 1 LEAD        ","1","4","20","005","E","1"," ","1","2","2","2","3","3","8","500","3","1","0","0","1","2","1","3 ","","0","  ","0711          ","175","","2018","                    ","Y","121","01C121","4","","",""," "," ","18","2","0003","                    ","                    ","0","0","0","0","0","0","VEHICLE WAS TRAVELING NORTHBOUND ON FAYETTEVILLE HIGHWAY IN SYLACAUGA, AL. TRAIN WAS STRUCK ON SIDE ","AS CREW WAS PULLING OUT OF HERITAGE PLASTICS. BLOCK #32 = PAVEMENT MARKINGS","","","","SYSTEM              ","A","2","2",
"","18","08","CSX ","000178106 ","","","    ","          ","18","08","CSX ","000178106 ","","1","639416J","18","08","10","5","17","AM","NE WESTOVER         ","SHELBY              ","01","3","","WESTOVER            ","CR 51               ","5","A","3","3","1","001","1","4","73","4","3","1","1","SINGLE MAIN TRACK   ","3","3","17","030","R","1","1","1","2","2","2","2","3","8","6500","2","1","0","1","1","2","1","1 ","","0","  ","030711        ","140","","2018","                    ","Y","117","01C117","4","","",""," "," ","34","2","0002","                    ","                    ","0","1","0","0","0","0","Q14209 STRUCK OCCUPIED 2012 HONDA ACCORD. PROTECTION ALSO AT CROSSING: ADVANCE WARNING AND PAVEMENT ","MARKINGS (STOP LINES & RR XING SYMBOLS).","","","","LINEVILLE           ","B","1","1",
"","18","08","CSX ","000178271 ","","","    ","          ","18","08","CSX ","000178271 ","","2","639545Y","18","08","18","4","41","PM","BIRMINGHAM          ","SHELBY              ","01","3","","HOOVER              ","CR 269              ","5","J","3","3","1","001","1","4","73","3","1","1","1","SINGLE MAIN TRACK   ","3","2","110","037","R","1"," ","1","2","2","2","2","3","8","6500","2","1","1","2","3","2","1","1 ","","1","  ","0711          ","177","","2018","                    ","Y","117","01C117","4","","",""," "," ","35","2","0002","                    ","                    ","1","2","0","0","0","0","E01315 STRUCK OCCUPIED RED 2012 KIA SPORTAGE SUV AT CROSSING RESULTING IN A FATALITY OF PASSENGER. P","ROTECTION ALSO AT CROSSING: PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).","","","","LINEVILLE           ","A","1","1",
"","18","08","CSX ","000178269 ","","","    ","          ","18","08","CSX ","000178269 ","","0","639307F","18","08","18","10","13","PM","TALLADEGA           ","TALLADEGA           ","01","3","","TALLADEGA           ","MT OLIVE CIR        ","","K","3","3","1","001","1","4","72","4","1","1","1","SINGLE MAIN TRACK   ","4","2","49","038","E","2","1","1","2","2"," ","2","7","8","0"," "," ","1","0","0","2","1","1 ","","1","  ","01030607      ","98","","2018","                    ","Y","121","01C121","4","","",""," "," ","  "," ","0002","                    ","                    ","1","0","0","0","0","0","PEDESTRIAN WAS CLIMBING BETWEEN  CARS OF A TRAIN ON A SIDING AND WAS STRUCK BY Q02717 AT CROSSING.","","","","","LINEVILLE           ","A","2","2",
"","18","08","CSX ","000178501 ","","","    ","          ","18","08","CSX ","000178501 ","","1","639322H","18","08","30","10","55","PM","TALLADEGA           ","TALLADEGA           ","01","3","","TALLADEGA           ","MCKINLEY ST         ","10","A","1","3","1","001","2","4","75","4","2","1","1","SINGLE MAIN TRACK   ","2","4","83","024","E","2","1","1","2","1","2","2","3","8","6500","2","1","0","1","1","2","1","1 ","","0","  ","03060711      ","120","","2018","                    ","Y","121","01C121","4","","",""," "," ","45","1","0002","                    ","                    ","0","1","0","0","0","0","Q64728 STRUCK 2009 NISSAN MAXIMA WHO WAS PARKED TOO CLOSE TO THE CROSSING. PROTECTION ALSO AT CROSSI","NG: ADVANCE WARNING.","","","","LINEVILLE           ","A","1","1",
"","18","08","NS  ","130434    ","","","    ","          ","18","08","NS  ","130434    ","","1","727705C","18","08","02","12","20","PM","THOMASVILLE         ","CLARKE              ","01","3","","THOMASVILLE         ","LS/DAVIS AVENUE     ","1","A","4","3","1","001","1","4","86","2","1","1","1","SINGLE MAIN TRACK   ","4","1","2","022","R","2"," ","1","2","2","2","2","3","8","10000","2","1","0","1","1","2","1","1 ","","0","  ","07            ","69","","2018","                    ","Y","025","01C025","4","","",""," "," ","79","1","0002","                    ","                    ","0","1","0","0","0","0","NS TRAIN A13 STRUCK A HWY-USER AT A HWY-GRADE CROSSING. AGE VERIFIED.","","","","","ALABAMA             ","A","2","2",
"","18","07","BLF ","20180187  ","","","    ","          ","18","07","FEC ","XXX       ","","1","272577K","18","07","13","4","31","PM","HOLLYWOOD           ","BROWARD             ","12","3","","HOLLYWOOD           ","SHERIDAN STREET     ","","K","3","3","1","001","2","4","80","2","1","2","1","EAST MAIN           ","4","2","4","079","E","3","1","1","3","3"," ","2","1","8",""," "," ","0","1","0","2","1","","","0","  ","01030607      ","140","","2018","                    ","Y","011","12C011","4","","",""," "," ","51","1","0085","                    ","                    ","0","1","0","0","0","0","TRESPASSER WENT AROUND GATES AS TRAIN APPROACHED THE CROSSING. HE WALKED INTO THE SIDE OF THE BLE604"," AS THEY TRAVERSED OVER SHERIDAN STREET.","","","","SYSTEM              ","A","1","1",
"","18","05","SGLR","SG1812    ","","","    ","          ","18","05","SGLR","SG1812    ","","2","623263K","18","05","26","9","45","PM","FORT MYERS          ","LEE                 ","12","3","","FT MYERS            ","VERONICA SHOEMAKER B","25","A","1","3","1","001","1","4","85","4","3","2","1","SINGEL MAIN TRACK   ","2","2","5","014","E","2","1","1","2","2","3","2","3","8","10000","2","1","0","2","2","2","1","3 ","","0","  ","02030607      ","499","","2018","                    ","Y","071","12C071","4","","",""," "," ","30","1","0207","                    ","                    ","0","2","0","0","0","0","THE TRAIN APPROACHED THE VERONICA SHOEMAKER HIGHWAY GRADE CROSSING AT A SOUTHWEST DIRECTION DUE TO T","HE TRACK ORIENTATION. THE ENGINEER REPORTED THAT ALL SIGNALS WERE ACTIVATED AS HE ENTERED THE NORTH ","APPROACH CIRCUIT FOR CROSSING. HE SOUNDED HIS HORN AND RANG THE LOCOMOTIVE BELL FOR A NORMAL SEQUENC","E AS HE APPROACHED AND CONTINUED THROUGH THE CROSSING. A LATE MODEL BLACK CHEVROLET CAMARO, CONTINUE","D TO TRAVEL NORTHBOUND ON VERONICA SHOEMAKER BLVD AFTER THE RAILROAD CROSSING SIGNALS AND BELLS HAD ","FORT MYERS          ","A","2","2",
"","18","10","CFRC","18285     ","","","    ","          ","18","10","CFRC","18285     ","","1","622164J","18","10","12","3","37","PM","WINTER PARK         ","ORANGE              ","12","3","","WINTER PARK         ","W FAIRBANKS AVE     ","","K","2","3","1","001","1","4","90","2","1","3","1","1                   ","4","1","2","030","R","2","1","1","2","1"," ","2","1","8","0"," "," ","0","1","0","2","1","6 ","","0","  ","01020607      ","205","","2018","                    ","Y","095","12C095","4","","",""," "," ","  ","1","0089","                    ","                    ","0","1","0","0","0","0","P325 OPERATING SOUTHBOUND ON #1 TRACK STRUCK A PEDESTRIAN RIDING A BICYCLE . THE PEDESTRIAN RODE HIS"," BICYCLE RIGHT IN FRONT OF THE TRAIN AT THE RAILROAD CROSSING. THE TRESPASSER STRIKE WAS  NOT A FATA","LITY. ","","","ORLANDO             ","A","1","1",
"","18","10","CFRC","18295     ","","","    ","          ","18","10","CFRC","18295     ","","0","622181A","18","10","22","7","58","AM","LYNX                ","ORANGE              ","12","3","","ORLANDO             ","W. COLONIAL DR      ","0","A","4","2","1","001","1","4","76","2","1","3","1","#2                  ","4","1","2","030","R","1","1","1","1","3","2","2","4","8","200","3","1","0","0","1","2","1","6 ","","0","  ","0102050607    ","152","","2018","                    ","Y","095","12C095","4","","",""," "," ","  ","1","0022","                    ","                    ","0","0","0","0","0","0","NORTHBOUND P310-22 OPERATING WITH CFRC LOCOMOTIVE 100 STRUCK A AUTOMOBILE AT W. COLONIAL DRIVE MP A ","789.48 0N #2 TRACK. THERE WAS NO INJURIES REPORTED .","","","","ORLANDO             ","A","1","1",
