"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","CASINJRR","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","STATION","COUNTY","STATE","REGION","DUMMY2","CITY","HIGHWAY","VEHSPD","TYPVEH","VEHDIR","POSITION","RREQUIP","RRCAR","TYPACC","HAZARD","TEMP","VISIBLTY","WEATHER","TYPEQ","TYPTRK","TRKNAME","TRKCLAS","NBRLOCOS","NBRCARS","TRNSPD","TYPSPD","TRNDIR","SIGNAL","LOCWARN","WARNSIG","LIGHTS","STANDVEH","TRAIN2","MOTORIST","VIEW","VEHDMG","DRIVER","INVEH","TOTKLD","TOTINJ","TOTOCC","INCDRPT","JOINTCD","TYPRR","DUMMY3","CASKLDRR","DUMMY4","CROSSING","NARRLEN","DUMMY5","YEAR4","DIVISION","PUBLIC","CNTYCD","STCNTY","HZMRLSED","HZMNAME","HZMQNTY","HZMMEAS","SIGWARNX","WHISBAN","DRIVAGE","DRIVGEN","PLEONTRN","SSB1","SSB2","USERKLD","USERINJ","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","NARR1","NARR2","NARR3","NARR4","NARR5","SUBDIV","ROADCOND","VIDEOT",VIDEOU
"","17","06","ARR ","2017111   ","","","    ","          ","17","06","ARR ","2017111   ","","0","910325W","17","06","07","4","51","PM","ANCHORAGE           ","ANCHORAGE           ","02","8","","ANCHORAGE           ","MP 114.30           ","10","A","3","3","2","001","1","4","56","2","2","7","4","NORTHLAND INDUSTRY  ","X","1","22","006","E","2"," ","1","2","2","2","1","3","8","0","3","1","0","0","3","2","1","2 ","","0","  ","11            ","433","","2017","                    ","Y","020","02C020","4","","",""," "," ","34","2","0002","                    ","                    ","0","0","0","0","0","0","A YARD CREW WAS SHOVING INTO A SPOT @ NORTHLAND.  WHILE MAKING THE MOVE, A VEHICLE PASSED THE YIELD ","3 TRACKS SIGN & ATTEMPTED ENTER THE NORTHLAND YARD. A RAILROAD VEHICLE WAS POSITIONED TO BLOCK THE X","ING ON THE FAR SIDE. DRIVER ATTEMPTED TO CROSS THE TRACK AND GO AROUND THE RAILROAD VEHICLE THAT WAS"," ATTEMPTING TO BLOCK THE XING. THE CNDUTR GAVE THE COMMAND TO PLUG THE CUT AT THE XING (RR S-SIDE) &"," IMPACTED THE VEHICLE @ FAR SIDE.","CENTRAL             ","A","2","2",
"","17","07","ARR ","2017149   ","","","    ","          ","17","07","ARR ","2017149   ","","0","868259Y","17","07","20","1","53","AM","07                  ","ANCHORAGE           ","02","8","","ANCHORAGE           ","SYSTEM              ","0","A","1","1","1","001","1","4","0","4","1","1","1","MAIN LINE           ","3","2","85","037","R","1","1","1","3","1","2","3","4","3","1000","3","2","0","0","1","2","1","2 ","","0","  ","0506          ","500","","2017","                    ","Y","020","02C020","4","","",""," "," ","17","2","0002","                    ","                    ","0","0","0","0","0","0","THE N/B WHITTIER FREIGHT TRAIN WAS TRAVELING ABOUT 37 MPH WHEN LOCOMOTIVE #4012 STRUCK THE DRIVER'S ","SIDE OF A CHEV-BLAZER.  THE BLAZER WAS STUCK ON THE MAIN TRACK AT THE ARCTIC BLVD. CROSSING (MP 1 09",".4).  PRIOR TO THE CROSSING BEING ACTIVE, THE DRIVER OF THE BLAZER WAS SOUTHBOUND ON ARCTIC BLVD. AN","D WAS HAVING ISSUES WITH THEIR WINDSHIELD WIPERS.  THEY PULLED OVER ON THE CONCRETE PAD DIRECTLY ON ","THE MAIN TRACK OCCUPYING THE CROSSING.  THE FRONT WHEELS OF THEIR VEHICLE CAME OFF AND BECAME STUCK.","ANCHORAGE           ","A","2","2",
"","17","07","UP  ","0717LA015 ","","","    ","          ","17","07","UP  ","0717LA015 ","","0","760554A","17","07","17","8","25","AM","LYNWOOD             ","LOS ANGELES         ","06","7","","LOS ANGELES         ","109TH STREET        ","0","A","3","2","1","001","1","4","85","2","1","1","4","INDUSTRY 103        ","X","3","17","010","E","2"," ","1","2","2","2","2","4","8","1000","3","1","0","0","1","2","1","1 ","","0","  ","0807          ","137","","2017","                    ","Y","037","06C037","4","","",""," "," ","19","1","0004","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER WAS STOPPED ON CROSSING PRIOR TO THE TRAIN COMING INTO THE VICINITY.  HIGHWAY USER'S AC","TIONS: STOPPED ON CROSSING (NO GATES)","","","","EL SEGUNDO IND LD   ","A","1","2",
"","17","11","UP  ","1117DV006 ","","","    ","          ","17","11","UP  ","1117DV006 ","","0","804861A","17","11","16","12","36","PM","AULT                ","WELD                ","08","6","","AULT                ","HIGHWAY 85          ","0","C","4","2","1","001","1","4","68","2","1","1","1","SINGLE MAIN TRACK   ","4","1","73","045","E","1","1","1","2","2","2","2","5","8","1000","3","1","0","0","1","2","1","1 ","","0","  ","01            ","80","","2017","                    ","Y","123","08C123","4","","",""," "," ","40","1","0002","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER'S ACTIONS: STOPPED ON CROSSING PRIOR TO ACTIVATED GATES DESCENDING. ","","","","","GREELEY SUB         ","A","1","1",
"","17","12","GWR ","GWRC171950","","","    ","          ","17","12","GWR ","GWRC171950","","0","245120U","17","12","10","3","11","PM","FARMERS             ","WELD                ","08","6","","GREELEY             ","CR31(59TH AVE)      ","40","C","2","3","6","001","1","4","50","2","1","8","1","SINGLE TRACK MAIN   ","1","2","0","010","R","3"," ","1","2","2","2","1","3","8","0","1","1","1","0","1","1","1","3 ","","1","  ","0711          ","328","","2017","                    ","Y","123","08C123","4","","",""," "," ","59","1","0002","                    ","                    ","1","0","0","0","0","0","2 PERSON TRAIN CREW OPERATNG LITE LOCOMOTIVES STRUCK SEMI-TRUCK AND TRAILER THAT FAILED TO YIELD AT ","CROSSING WITH CROSS-BUCK AND YIELD SIGN. TRAIN STRUCK PASSENGER SIDE OF TRUCK/TRAILER CAUSING IT TO ","ROLL DOWN AN EMBANKMENT AND STOP UPSIDE DOWN. THE DRIVER OF THE SEMI-TRUCK WAS PRONOUNCED DEAD AT TH","E SCENE BY FIRST RESPONDERS.","","GREELEY             ","A","2","2",
"","17","07","UP  ","0717DV004 ","","","    ","          ","17","07","UP  ","0717DV004 ","","2","804343E","17","07","08","10","35","AM","PLATTEVILLE         ","WELD                ","08","6","","                    ","CR 36               ","5","C","4","3","1","001","1","2","75","2","1","1","1","SINGLE MAIN TRACK   ","3","4","100","043","R","2"," ","1"," ","2","2","2","3","8","60000","2","1","0","2","2","1","1","1 ","","0","  ","0807          ","141","","2017","                    ","Y","123","08C123","4","","",""," "," ","41","1","0002","                    ","                    ","0","2","0","0","0","0","HIGHWAY USER DID NOT STOP PRIOR TO ENTERING THE CROSSING AND WAS STRUCK BY THE TRAIN.  TRAIN SPEED W","AS CONFIRMED AT 43 WITH TRACK CLASS OF 3.","","","","GREELEY SUB         ","A","2","2",
"","17","09","BNSF","PR0917201 ","","","    ","          ","17","09","BNSF","PR0917201 ","","0","057288U","17","09","27","9","50","AM","AKRON               ","WASHINGTON          ","08","6","","                    ","TRIANGLE FEED LOT   ","5","C","2","3","1","001","1","2","59","2","2","1","1","SINGLE MAIN         ","4","3","60","044","R","3"," ","1"," ","2","2","2","2","8","2500","3","1","0","0","1","2","1","1 ","","0","  ","0807          ","134","","2017","                    ","N","121","08C121","4","","",""," "," ","  ","1","0002","                    ","                    ","0","0","0","0","0","0","DRIVER AGE UNKNOWN. SOUTHBOUND TRUCK-TRAILER STOPPED AND THEN PROCEEDED AND WAS STRUCK BY TRAIN. NO ","HAZARDOUS MATERIALS WERE RELEASED.","","","","AKRON               ","A","2","2",
"","17","07","UP  ","0717LA035 ","","","    ","          ","17","07","UP  ","0717LA035 ","","4","810911P","17","07","26","10","13","AM","BALLOU              ","SAN BERNARDINO      ","06","7","","ONTARIO             ","ARCHIBALD AVE       ","","A","2","5","1","001","1","4","89","2","1","1","1","MAIN LINE 1         ","5","2","21","042","R","4","1","1","1","1","2","2","5","8","5000","2","1","0","4","4","2","1","1 ","","0","  ","0106          ","67","","2017","                    ","Y","071","06C071","4","","",""," "," ","19","2","0003","                    ","                    ","0","4","0","0","0","0","HIGHWAY USER WAS STOPPED ON CROSSING PRIOR TO THE GATES DESCENDING.","","","","","LOS ANGELES SUB     ","A","1","1",
"","17","07","UP  ","0717LA007 ","","","    ","          ","17","07","UP  ","0717LA007 ","","0","760697X","17","07","08","5","36","PM","CABAZON             ","RIVERSIDE           ","06","7","","CABAZON             ","BROADWAY ST.        ","","K","2","3","1","001","1","2","91","2","1","1","1","MAIN LINE 2         ","3","4","98","027","E","3","1","1","1","2"," ","2","1","8",""," "," ","1","0","0","2","1","1 ","","1","  ","01030607      ","54","","2017","                    ","Y","065","06C065","4","","",""," "," ","79","1","0002","                    ","                    ","1","0","0","0","0","0","HIGHWAY USER'S ACTIONS: WENT AROUND THE GATE - MOVING. ","","","","","YUMA SUB            ","A","1","2",
"","17","07","UP  ","0717RS007 ","","","    ","          ","17","07","UP  ","0717RS007 ","","0","752837C","17","07","05","12","12","AM","ALCANT              ","STANISLAUS          ","06","7","","TURLOCK             ","SOUTH BERKELEY AVENU","0","A","4","2","1","001","1","2","95","4","1","1","1","SINGLE MAIN TRACK   ","5","3","75","060","E","1","1","1"," ","1","2","2","5","8","5000","3","2","0","0","0","2","1","1 ","","0","  ","01030607      ","64","","2017","                    ","Y","099","06C099","4","","",""," "," ","47","1","0002","                    ","                    ","0","0","0","0","0","0","HIGHWAY USER WAS STOPPED ON CROSSING BEFORE THE GATES DESCENDED.  ","","","","","FRESNO SUB          ","A","1","2",
